nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
cameroon,1976-07-01,cm,cameroon,rigobert song,1570,d
sweden,1974-02-05,se,sweden,jesper blomqvist,1582,m
netherlands,1972-07-17,nl,netherlands,jaap stam,1580,d
sweden,1977-04-16,se,sweden,freddie ljungberg,1497,m
germany,1971-04-18,de,germany,stefan schnoor,1545,d
argentina,1973-05-02,ar,argentina,horacio carbonari,1546,d
scotland,1976-01-15,gb-eng,england,kevin harper,1550,m
england,1981-09-30,gb-eng,england,adam murray,1551,m
germany,1970-01-19,de,germany,steffen freund,1628,m
england,1979-07-19,gb-eng,england,luke young,1464,d
scotland,1976-03-18,gb-sct,scotland,charlie miller,1646,m
norway,1975-07-13,no,norway,vegard heggem,1573,d
england,1980-05-30,gb-eng,england,steven gerrard,1575,m
england,1979-08-25,gb-eng,england,marlon harewood,1609,f
sweden,1968-04-18,se,sweden,jesper mattsson,1648,d
england,1977-01-03,gb-eng,england,alan rogers,1600,d
norway,1972-07-30,no,norway,jon olav hjelde,1602,d
colombia,1974-01-12,co,colombia,hamilton ricard,1587,f
england,1967-05-27,gb-eng,england,paul gascoigne,1586,m
italy,1973-08-19,it,italy,marco materazzi,1556,d
france,1974-09-25,fr,france,olivier dacourt,1560,m
scotland,1970-10-12,gb-sct,scotland,alex cleland,1557,d
scotland,1968-01-31,gb-sct,scotland,john collins,1559,m
france,1968-09-07,gh,ghana,marcel desailly,1533,d
spain,1970-06-06,es,spain,albert ferrer,1532,d
denmark,1968-10-06,dk,denmark,bjarne goldbæk,1536,m
finland,1981-03-15,de,germany,mikael forssell,1538,f
france,1968-01-14,fr,france,marc keller,1636,m
cameroon,1975-05-01,cm,cameroon,marc vivien foe,1635,m
england,1979-03-06,gb-eng,england,garry monk,1620,d
morocco,1973-02-19,ma,morocco,hassan kachloul,1621,m
england,1980-08-05,gb-eng,england,wayne bridge,1458,d
netherlands,1966-10-12,nl,netherlands,wim jonk,1615,m
france,1965-11-06,fr,france,patrick colleter,1619,d
serbia,1972-07-18,rs,serbia,sasa ilic,1514,g
england,1975-01-12,gb-eng,england,richard rufus,1517,d
england,1975-08-20,gb-eng,england,shaun newton,1519,m
germany,1973-08-27,de,germany,dietmar hamann,1595,m
scotland,1976-05-23,gb-sct,scotland,stephen glass,1593,m
france,1978-05-02,fr,france,didier domi,1590,d
peru,1974-12-12,pe,peru,nolberto solano,1597,m
france,1978-08-08,fr,france,louis saha,1598,f
france,1976-02-22,fr,france,mathieu louis-jean,1603,d
scotland,1962-04-05,se,sweden,richard gough,1605,d
france,1966-06-14,fr,france,thierry bonalair,1606,m
france,1975-07-25,fr,france,jean-claude darcheville,1610,f
wales,1975-11-23,gb-wls,wales,christian edwards,1601,d
northern ireland,1972-01-09,gb-nir,northern ireland,danny sonner,1614,m
ireland,1978-11-16,gb-nir,northern ireland,mark mckeever,1448,m
england,1977-09-20,gb-eng,england,richard cresswell,1449,m
argentina,1975-09-11,ar,argentina,juan cobian,1611,d
scotland,1977-02-18,gb-sct,scotland,paul dalglish,1207,f
england,1973-05-10,gb-eng,england,gareth ainsworth,1639,m
scotland,1974-11-14,gb-sct,scotland,philip scott,1616,m
england,1975-03-14,gb-eng,england,steve harper,709,g
croatia,1975-03-20,hr,croatia,silvio maric,1596,m
england,1975-05-23,gb-eng,england,craig armstrong,940,d
england,1968-09-09,gb-eng,england,clive mendonca,1527,f
jamaica,1972-07-03,jm,jamaica,paul hall,1541,m
italy,1969-03-04,it,italy,pierluigi casiraghi,1537,f
,1976-12-31,côte d'ivoire,,ibrahima bakayoko,1562,f
scotland,1970-05-10,gb-sct,scotland,david weir,1558,d
england,1980-10-28,gb-eng,england,alan smith,1412,f
england,1980-01-22,gb-eng,england,jonathan woodgate,1565,d
wales,1980-09-01,gb-wls,wales,matthew jones,1411,m
norway,1971-07-07,no,norway,stale stensaas,1649,d
england,1982-08-13,gb-eng,england,gary mcsheffrey,1542,m
scotland,1979-11-30,gb-sct,scotland,robbie stockdale,1584,d
argentina,1973-03-10,ar,argentina,mauricio taricco,880,d
bosnia & herzegovina,1970-05-14,ba,bosnia & herzegovina,mohammed konjic,1539,d
belgium,1974-03-22,be,belgium,philippe clement,1642,m
england,1981-05-15,gb-eng,england,paul konchesky,1515,d
england,1981-11-08,gb-eng,england,joe cole,1632,m
england,1977-11-10,gb-eng,england,craig harrison,1223,d
netherlands,1973-11-01,nl,netherlands,clyde wijnhard,1567,f
argentina,1969-10-18,ar,argentina,nelson vivas,1298,d
nigeria,1976-08-01,ng,nigeria,kanu,1502,f
guinea,1975-12-16,gn,guinea,kaba diawara,1498,f
netherlands,1975-01-21,nl,netherlands,willem korsten,1645,m
greece,1972-03-08,gr,greece,georgios charalambos georgiadis,1594,m
france,1967-08-10,fr,france,jean-guy wallemme,1644,d
chile,1969-05-10,cl,chile,javier margas,1630,d
england,1979-12-27,gb-eng,england,david dunn,1337,m
england,1969-09-02,gb-eng,england,marlon beresford,1583,g
england,1979-01-02,gb-eng,england,jonathan greening,1429,m
england,1979-10-15,gb-eng,england,paul robinson,1404,g
denmark,1977-04-06,dk,denmark,peter degn,1561,m
latvia,1976-08-05,lv,latvia,marian pahars,1623,f
england,1980-06-13,gb-eng,england,darius vassell,1309,f
england,1980-04-11,gb-eng,england,marvin robinson,1552,f
italy,1971-10-28,it,italy,dario marcolin,1511,m
northern ireland,1978-11-18,gb-nir,northern ireland,damien johnson,1336,m
denmark,1969-02-22,dk,denmark,brian laudrup,1641,f
france,1970-09-06,fr,france,stephane guivarc'h,1647,f
england,1975-09-12,gb-eng,england,carl serrant,1592,d
england,1980-01-03,gb-eng,england,jamie milligan,1400,m
england,1980-10-13,gb-eng,england,scott parker,1518,m
italy,1970-07-30,it,italy,paolo tramezzani,1626,d
france,1973-11-24,fr,france,sébastien pérez,1510,d
england,1979-03-16,gb-eng,england,marc bridge-wilkinson,1390,m
england,1975-02-22,gb-eng,england,alun armstrong,726,f
england,1979-11-09,gb-eng,england,martin taylor,1331,d
scotland,1966-07-25,gb-sct,scotland,darren jackson,1643,m
ireland,1979-05-09,ie,ireland,barry quinn,1540,m
scotland,1981-02-13,gb-sct,scotland,chris doig,1604,d
italy,1965-01-06,it,italy,marco branca,1588,f
wales,1976-05-13,gb-wls,wales,mark delaney,1504,d
italy,1976-11-25,it,italy,stefano gioacchini,1544,f
england,1976-12-10,gb-eng,england,adam rachel,1138,g
england,1979-03-08,gb-eng,england,david beharall,1591,d
england,1980-10-12,gb-eng,england,ledley king,1627,d
france,1980-05-08,fr,france,david grondin,1493,d
france,1969-02-07,fr,france,jean michel ferri,1574,m
australia,1978-12-20,au,australia,chris coyne,1110,d
france,1975-06-19,fr,france,bernard allou,1608,f
england,1978-10-03,gb-eng,england,stephen melton,1232,m
england,1978-09-06,gb-eng,england,stefan oakes,1569,m
greece,1969-02-10,gr,greece,vassilis borbokis,1547,d
england,1980-01-12,gb-eng,england,adam farley,1397,d
england,1978-09-08,gb-eng,england,steve baker,1219,d
england,1979-12-08,gb-eng,england,shayne bradley,1624,f
england,1979-04-11,gb-eng,england,malcolm christie,1553,f
england,1979-05-13,gb-eng,england,jamie mcclen,1438,m
england,1979-08-01,gb-eng,england,phil jevons,1187,f
northern ireland,1981-12-08,gb-nir,northern ireland,owen morrison,1618,f
england,1979-09-06,gb-eng,england,steven haslam,1612,d
jamaica,1978-10-17,gb-eng,england,kevin lisbie,1529,f
argentina,1978-01-31,ar,argentina,fabian caballero,1501,f
south africa,1972-12-07,za,south africa,sean dundee,1577,f
ireland,1980-03-14,ie,ireland,jason gavin,1220,d
england,1980-12-07,gb-eng,england,john terry,1353,d
england,1979-01-20,gb-eng,england,paul boertien,1549,d
england,1980-06-13,gb-eng,england,gavin holligan,1638,f
ireland,1978-06-01,ie,ireland,michael cummins,1224,m
jamaica,1974-11-10,jm,jamaica,micah hyde,1790,m
northern ireland,1973-09-10,gb-nir,northern ireland,peter kennedy,1789,m
iceland,1977-08-22,is,iceland,heidar helguson,1791,f
australia,1974-04-27,au,australia,richard johnson,1787,m
england,1978-12-14,gb-eng,england,paul robinson,1780,d
england,1964-06-20,gb-eng,england,alec chamberlain,616,g
scotland,1974-07-08,gb-sct,scotland,allan smart,1797,f
netherlands,1976-08-24,nl,netherlands,nordin wooter,1783,m
wales,1974-09-03,gb-wls,wales,robert page,1779,d
northern ireland,1970-09-28,gb-nir,northern ireland,mark williams,1825,d
france,1973-07-31,fr,france,alexandre bonnot,1784,m
ireland,1972-11-02,ie,ireland,paul butler,1752,d
france,1967-09-26,fr,france,eric roy,1762,m
denmark,1976-06-12,dk,denmark,thomas sørensen,1751,g
england,1973-07-25,gb-eng,england,kevin phillips,1768,f
ireland,1977-02-01,ie,ireland,kevin kilbane,1757,m
england,1974-06-09,gb-eng,england,dean richards,1748,d
norway,1972-02-28,no,norway,jo tessem,1749,m
portugal,1972-11-30,pt,portugal,abel xavier,1701,d
england,1978-09-13,gb-eng,england,darren ward,1778,d
ireland,1976-07-07,ie,ireland,dominic foley,1792,f
england,1980-05-22,gb-eng,england,tommy smith,1799,f
england,1979-09-26,gb-eng,england,david perpetuini,1788,m
england,1965-11-20,gb-eng,england,nigel gibbs,1781,d
england,1971-08-11,gb-eng,england,tommy mooney,1795,f
france,1977-08-09,fr,france,mikaël silvestre,1719,d
england,1979-02-09,gb-eng,england,mark wilson,1428,m
england,1976-09-03,gb-eng,england,neil cutler,1123,g
england,1979-03-12,gb-eng,england,seth johnson,1698,m
france,1977-08-17,fr,france,thierry henry,1659,f
brazil,1974-04-12,br,brazil,sylvinho,1651,d
ukraine,1968-08-05,ua,ukraine,oleg luzhny,1650,d
morocco,1968-06-16,ma,morocco,tahar el-khalej,1747,d
belgium,1971-06-09,be,belgium,gilles de bilde,1744,f
netherlands,1974-04-19,nl,netherlands,gerald sibon,1745,f
scotland,1974-12-01,gb-sct,scotland,simon donnelly,1742,m
netherlands,1974-10-23,netherlands antilles,netherlands,sander westerveld,1709,g
guinea,1972-11-17,gn,guinea,titi camara,1713,f
finland,1973-10-07,fi,finland,sami hyypiä,1710,d
czechia,1973-05-24,cz,czechia,vladimir smicer,1711,m
netherlands,1969-08-02,nl,netherlands,erik meijer,1712,f
norway,1977-09-13,no,norway,eirik bakke,1706,m
united states,1971-02-23,us,united states,joe-max moore,1702,f
england,1979-04-03,gb-eng,england,steve simonsen,1554,g
england,1976-03-04,gb-eng,england,robbie blake,1673,f
scotland,1964-06-10,gb-sct,scotland,stuart mccall,1670,m
england,1969-04-01,gb-eng,england,dean windass,1672,f
england,1970-07-10,gb-eng,england,lee mills,1674,f
ireland,1979-06-29,gb-eng,england,andy o'brien,1664,d
belgium,1970-02-09,be,belgium,branko strupar,1700,f
france,1968-10-15,fr,france,didier deschamps,1679,m
liberia,1966-10-01,lr,liberia,george weah,1682,f
denmark,1966-05-07,dk,denmark,jes hogh,1678,d
israel,1972-04-26,il,israel,avi nimni,1817,m
england,1975-07-25,gb-eng,england,jody craddock,1754,d
england,1963-06-11,gb-eng,england,john dreyer,1666,d
england,1969-02-03,gb-eng,england,wayne jacobs,1667,d
england,1976-08-31,gb-eng,england,ashley westwood,1665,d
israel,1974-03-12,il,israel,walid badir,1807,m
norway,1975-01-06,no,norway,trond andersen,1806,d
italy,1973-08-07,it,italy,gabriele ambrosetti,1680,m
croatia,1968-01-01,hr,croatia,davor suker,1657,f
england,1978-07-06,gb-eng,england,nick culkin,1065,g
south africa,1977-05-21,za,south africa,quinton fortune,1718,d
iceland,1977-12-05,is,iceland,jóhann gudmundsson,1785,m
congo - kinshasa,1967-01-10,be,belgium,michel ngonge,1794,f
france,1968-10-05,fr,france,xavier gravelaine,1826,f
argentina,1972-12-26,ar,argentina,esteban fuertes,1699,f
germany,1972-02-01,de,germany,christian ziege,1727,d
ireland,1980-03-24,ie,ireland,michael reddy,1767,f
england,1977-10-03,gb-eng,england,darren holloway,1255,d
england,1979-02-13,gb-eng,england,paul thirlwell,1758,m
honduras,1972-10-30,hn,honduras,tyson nuñez,1766,f
norway,1975-05-07,no,norway,andreas lund,1810,f
portugal,1980-03-03,pt,portugal,dani rodrigues,1622,m
england,1973-08-25,gb-eng,england,phil gilchrist,639,d
norway,1977-02-02,no,norway,martin andresen,1808,m
portugal,1971-03-21,pt,portugal,helder,1733,d
england,1978-12-29,gb-eng,england,kieron dyer,1740,m
england,1977-09-30,gb-eng,england,chris willmott,1827,d
france,1972-10-05,fr,france,alain goma,1736,d
england,1978-11-20,gb-eng,england,paul robinson,1599,f
trinidad & tobago,1981-03-29,tt,trinidad & tobago,jlloyd samuel,1505,d
brazil,1976-07-15,br,brazil,fumaca,1737,m
italy,1970-02-18,it,italy,massimo taibi,1714,g
spain,1971-09-26,es,spain,elena marcelino,1735,d
england,1980-04-30,gb-eng,england,lee morris,1696,m
germany,1972-06-15,de,germany,stefan malz,1655,m
england,1978-11-28,gb-eng,england,jon newby,1576,f
ireland,1980-07-08,ie,ireland,robbie keane,1692,f
morocco,1973-05-10,ma,morocco,youssef chippo,1687,m
morocco,1971-11-16,ma,morocco,mustapha hadji,1688,m
belgium,1978-01-06,be,belgium,cedric roussel,1691,f
israel,1974-01-30,il,israel,najwan ghrayib,1660,d
england,1979-09-18,gb-eng,england,john piercy,1774,m
portugal,1968-08-27,mz,mozambique,cadete,1813,f
england,1981-08-14,gb-eng,england,matthew etherington,1772,m
wales,1979-10-23,gb-wls,wales,simon davies,1775,m
netherlands,1976-11-04,nl,netherlands,mario melchiot,1677,d
england,1977-10-01,gb-eng,england,clint easton,1824,m
england,1975-10-15,gb-eng,england,nick wright,1796,f
england,1979-11-03,gb-eng,england,john eustace,1156,m
sweden,1973-05-07,se,sweden,tomas gustafsson,1685,d
peru,1976-08-27,pe,peru,herlyn zuniga,1690,f
ireland,1973-12-19,gb-eng,england,gareth whalley,1668,m
scotland,1972-03-25,gb-sct,scotland,phil o'donnell,1743,m
portugal,1977-04-04,pt,portugal,marco almeida,1823,d
england,1981-05-01,gb-eng,england,danny thomas,1707,m
norway,1978-03-01,no,norway,runar normann,1689,m
england,1980-01-21,gb-eng,england,gifton noel-williams,1798,f
belgium,1976-11-22,be,belgium,adrian bakalli,1786,m
france,1968-01-09,fr,france,franck dumas,1820,d
finland,1977-03-10,fi,finland,peter enckelman,1503,g
england,1975-07-28,gb-eng,england,chris day,1777,g
england,1981-07-28,gb-eng,england,michael carrick,1634,m
paraguay,1980-03-01,py,paraguay,diego gavilan,1739,m
mali,1977-09-02,fr,france,frederic kanoute,1805,f
ireland,1980-01-31,ie,ireland,gary doherty,1770,d
united states,1971-05-20,us,united states,ian feuer,783,g
italy,1981-02-06,it,italy,samuele dalla bona,1535,m
argentina,1982-03-14,ar,argentina,carlos marinelli,1728,m
england,1979-12-21,gb-eng,england,robert wolleaston,1534,m
netherlands,1970-05-17,nl,netherlands,john karelse,1731,g
ireland,1981-04-25,ie,ireland,thomas butler,1759,m
england,1981-06-07,gb-eng,england,stephen bywater,1472,g
england,1979-11-08,gb-eng,england,tommy goodwin,1818,m
england,1982-03-03,gb-eng,england,jordan stewart,1708,m
england,1979-11-26,gb-eng,england,tommy black,1496,m
france,1972-11-25,fr,france,bruno rodriguez,1814,f
england,1979-03-31,gb-eng,england,anthony ormerod,1226,m
scotland,1981-03-08,gb-sct,scotland,sean kilgannon,1730,m
ireland,1981-01-21,gb-eng,england,shaun byrne,1802,m
germany,1965-04-21,de,germany,thomas helmer,1753,d
england,1981-05-21,gb-eng,england,stephen brooker,1793,f
england,1980-11-07,gb-eng,england,wayne gray,1809,f
england,1980-05-07,gb-eng,england,lawrie dudfield,1418,f
england,1977-11-02,gb-eng,england,dave mcewen,1776,f
england,1981-12-21,gb-eng,england,robert betts,1686,m
ireland,1981-10-06,ie,ireland,graham barrett,1499,f
st. kitts & nevis,1980-12-04,kn,st. kitts & nevis,adam newton,1631,d
italy,1973-09-06,it,italy,carlo cudicini,1676,g
england,1980-04-18,gb-eng,england,richard jackson,1548,d
england,1980-09-01,gb-eng,england,chris riggott,1695,d
england,1982-09-10,gb-eng,england,jonathan bewers,1661,d
england,1980-01-24,gb-eng,england,james panayi,1782,d
england,1980-09-06,gb-eng,england,gareth grant,1671,f
england,1979-12-15,gb-eng,england,chris lumsdon,1763,m
denmark,1976-05-20,dk,denmark,carsten fredgaard,1765,f
england,1980-12-20,gb-eng,england,ashley cole,1494,d
wales,1980-10-27,gb-wls,wales,rhys weston,1652,d
england,1979-09-21,gb-eng,england,julian gray,1133,m
ireland,1980-04-28,ie,ireland,brian mcgovern,1653,d
france,1970-07-30,fr,france,patrice carteron,1970,d
scotland,1981-06-07,gb-sct,scotland,kevin kyle,1973,f
sweden,1974-09-24,se,sweden,mathias svensson,1853,f
finland,1975-08-16,fi,finland,jonatan johansson,1855,f
denmark,1977-04-29,dk,denmark,claus jensen,1851,m
bulgaria,1974-07-30,bg,bulgaria,radostin kishishev,1850,d
england,1981-07-31,gb-eng,england,titus bramble,1890,d
england,1975-10-21,gb-eng,england,jermaine wright,1899,m
england,1976-08-15,gb-eng,england,david johnson,1991,f
netherlands,1970-08-23,nl,netherlands,fabian wilnis,1894,d
ireland,1974-04-11,ie,ireland,matt holland,1898,m
england,1972-11-07,gb-eng,england,marcus stewart,1903,f
england,1975-11-15,gb-eng,england,james scowcroft,884,f
croatia,1970-01-31,hr,croatia,alen boksic,1951,f
australia,1972-04-05,au,australia,paul okon,1950,m
france,1970-12-03,fr,france,christian karembeu,1949,m
france,1979-07-16,fr,france,youl mawene,1875,d
england,1981-05-02,gb-eng,england,chris kirkland,1359,g
wales,1979-07-13,gb-wls,wales,craig bellamy,1869,f
ukraine,1974-06-03,ua,ukraine,serhiy rebrov,1978,f
denmark,1976-03-11,dk,denmark,thomas gravesen,1886,m
ghana,1973-10-15,gh,ghana,alex nyarko,1884,m
ireland,1970-10-10,ie,ireland,dean kiely,1848,g
argentina,1974-01-06,ar,argentina,daniel cordone,1960,f
congo - kinshasa,1980-12-28,cd,congo - kinshasa,lomana lua lua,1959,f
england,1979-03-02,gb-eng,england,nicky weaver,1927,g
australia,1973-05-22,au,australia,danny tiatto,1935,m
england,1981-10-25,gb-eng,england,shaun wright-phillips,1934,m
bermuda,1970-02-25,bm,bermuda,shaun goater,1938,f
south africa,1972-10-31,za,south africa,shaun bartlett,1854,f
finland,1976-07-01,fi,finland,hannu tihinen,1998,d
france,1975-06-02,fr,france,sebastien schemmel,1980,d
france,1971-06-28,fr,france,fabien barthez,1940,g
england,1980-11-18,gb-eng,england,luke chadwick,1723,m
iceland,1978-09-15,is,iceland,eidur gudjohnsen,1866,f
netherlands,1970-10-22,nl,netherlands,winston bogarde,1857,d
northern ireland,1979-01-28,gb-nir,northern ireland,jeff whitley,1059,m
netherlands,1973-02-25,nl,netherlands,gerard wiekens,1936,m
argentina,1981-01-31,ar,argentina,julio arca,1972,m
latvia,1976-01-21,lv,latvia,igors stepanovs,1832,d
france,1973-10-29,fr,france,robert pires,1835,m
jamaica,1979-02-08,jm,jamaica,trevor benjamin,1917,f
australia,1975-10-09,au,australia,mark viduka,1909,f
england,1979-01-21,gb-eng,england,lee marshall,1915,m
england,1973-10-09,gb-eng,england,junior lewis,1916,m
ireland,1981-07-20,ie,ireland,damien delaney,1911,d
england,1972-06-02,gb-eng,england,john mcgreal,1895,d
netherlands,1975-02-01,nl,netherlands,martijn reuser,1901,m
germany,1972-09-08,de,germany,markus babbel,1920,d
mali,1980-03-01,fr,france,djimi traore,1571,d
scotland,1978-11-16,gb-sct,scotland,gary naysmith,1882,d
israel,1975-09-13,il,israel,idan tal,1883,m
england,1967-04-06,gb-eng,england,mark venus,1896,d
england,1977-02-28,gb-eng,england,richard naylor,1897,d
france,1974-05-10,fr,france,sylvain wiltord,1836,f
chile,1975-02-08,cl,chile,clarence acuna,1956,m
nigeria,1981-10-12,ng,nigeria,shola ameobi,1962,f
england,1976-11-19,gb-eng,england,wayne quinn,1954,d
argentina,1973-02-16,ar,argentina,christian bassedas,1957,m
england,1977-08-20,gb-eng,england,wayne brown,1889,d
turkey,1973-05-29,tr,turkey,özalan alpay,1839,d
australia,1978-04-20,au,australia,jacob burns,1906,m
england,1981-02-13,gb-eng,england,charlie macdonald,1524,f
scotland,1976-08-21,gb-sct,scotland,greg shields,1988,d
slovakia,1972-10-08,sk,slovakia,stanislav varga,1971,d
austria,1977-08-24,at,austria,jürgen macho,1967,g
cameroon,1977-01-19,cm,cameroon,lauren,1831,d
france,1977-10-05,fr,france,christian bassila,1983,m
italy,1973-04-12,it,italy,christian panucci,1989,d
serbia,1968-08-16,rs,serbia,slavisa jokanovic,1860,m
scotland,1980-08-18,gb-sct,scotland,mark burchill,1904,f
lithuania,1978-07-18,lt,lithuania,tomas danilevicius,1837,f
england,1973-09-13,gb-eng,england,carlo nash,1367,g
canada,1982-02-20,ca,canada,terry dunfield,1933,m
england,1982-05-07,gb-eng,england,jay bothroyd,1658,f
honduras,1977-11-30,hn,honduras,ivan guerrero,1990,d
england,1981-02-15,gb-eng,england,gareth evans,1564,d
scotland,1975-08-21,gb-sct,scotland,paul ritchie,1928,d
scotland,1981-02-26,gb-sct,scotland,michael stewart,1721,m
england,1980-10-25,gb-eng,england,adam bolder,1697,m
iceland,1973-10-14,is,iceland,thordur gudjonsson,1876,m
england,1981-05-21,us,united states,paul rachubka,1715,g
england,1979-02-23,gb-eng,england,kevin ellison,1913,m
england,1980-09-19,gb-eng,england,anthony gardner,1771,d
sweden,1982-02-06,se,sweden,bojan djordjic,1581,m
france,1981-07-19,fr,france,grégory vignal,1919,d
croatia,1978-05-04,hr,croatia,igor biscan,1921,m
cameroon,1977-12-01,cm,cameroon,joseph-desire job,1952,f
croatia,1972-04-10,hr,croatia,mario stanic,1862,m
nigeria,1974-03-26,ng,nigeria,taribo west,1872,d
france,1971-05-28,fr,france,lilian martin,1871,d
denmark,1977-08-12,dk,denmark,jesper grønkjaer,1863,m
england,1980-09-12,gb-eng,england,kevin mcleod,1885,m
georgia,1978-08-03,ge,georgia,rati aleksidze,1861,m
england,1980-09-05,gb-eng,england,alton thelwell,1975,d
finland,1971-02-20,fi,finland,jari litmanen,1925,f
england,1980-02-08,gb-eng,england,stephen wright,1421,d
australia,1977-06-23,au,australia,hayden foxe,1979,d
england,1981-02-20,gb-eng,england,tony hibbert,1881,d
england,1981-01-18,gb-eng,england,james coppinger,1442,m
norway,1979-11-10,no,norway,ragnvald soma,1981,d
northern ireland,1981-04-29,gb-nir,northern ireland,george mccartney,1756,d
australia,1978-08-10,au,australia,daniel allsopp,1994,f
finland,1973-04-28,fi,finland,simo valakari,1877,m
norway,1971-01-05,no,norway,bjorn otto bragstad,1873,d
greece,1977-07-06,gr,greece,con blatsis,1874,d
scotland,1980-09-12,gb-sct,scotland,steven caldwell,1589,d
bulgaria,1978-08-30,bg,bulgaria,svetoslav todorov,1984,f
england,1981-11-19,gb-eng,england,ian evatt,1694,d
france,1974-01-23,fr,france,bernard diomede,1924,m
colombia,1975-10-24,co,colombia,juan pablo ángel,1843,f
england,1977-01-11,gb-eng,england,andy oakes,1693,g
england,1980-10-24,gb-eng,england,mark hudson,1729,m
england,1982-10-07,gb-eng,england,jermain defoe,1526,f
northern ireland,1980-04-14,gb-nir,northern ireland,grant mccann,1637,m
england,1974-04-11,gb-eng,england,tony caig,1847,g
scotland,1964-04-13,gb-eng,england,andy goram,1939,g
scotland,1982-04-12,gb-sct,scotland,gary caldwell,1732,d
new zealand,1975-05-15,nz,new zealand,danny hay,1705,d
scotland,1975-06-16,gb-sct,scotland,gary locke,1845,m
ireland,1980-03-27,ie,ireland,john mcgrath,1662,m
latvia,1975-08-16,lv,latvia,imants bleidelis,1963,d
italy,1964-11-27,it,italy,roberto mancini,1992,f
belgium,1967-05-25,be,belgium,luc nilis,1987,f
brazil,1978-05-15,br,brazil,edu,1834,m
northern ireland,1979-08-05,gb-nir,northern ireland,david healy,1724,f
netherlands,1982-08-05,nl,netherlands,nabil abidallah,1900,m
scotland,1981-10-12,gb-sct,scotland,brian kerr,1958,m
england,1978-01-14,gb-eng,england,lee crooks,917,d
iran,1974-02-20,ir,iran,karim bagheri,1852,m
england,1983-01-01,gb-eng,england,calum davenport,1868,d
england,1981-12-11,gb-eng,england,scott kerr,1669,m
england,1982-01-03,gb-eng,england,peter clarke,1555,d
germany,1982-04-05,de,germany,thomas hitzlsperger,1840,m
argentina,1979-04-16,ar,argentina,sixto peralta,2092,m
ireland,1976-04-20,ie,ireland,steve finnan,2072,d
netherlands,1970-10-29,nl,netherlands,edwin van der sar,2070,g
france,1980-01-06,fr,france,steed malbranque,2078,m
france,1973-06-10,fr,france,sylvain legwinski,2079,m
france,1974-01-10,fr,france,steve marlet,2086,f
england,1980-05-02,gb-eng,england,zat knight,2075,d
morocco,1978-11-01,ma,morocco,abdeslam ouaddou,2073,d
england,1972-05-17,gb-eng,england,barry hayles,2085,f
england,1979-01-08,gb-eng,england,tommy miller,2095,m
nigeria,1971-04-15,ng,nigeria,finidi george,2096,m
england,1984-02-06,gb-eng,england,darren bent,2098,f
netherlands,1976-07-01,nl,netherlands,ruud van nistelrooy,2117,f
northern ireland,1977-09-30,gb-nir,northern ireland,roy carroll,2112,g
uruguay,1979-05-19,uy,uruguay,diego forlán,2118,f
ireland,1981-04-30,ie,ireland,john o'shea,1717,d
sweden,1977-09-03,se,sweden,olof mellberg,2012,d
england,1982-10-26,gb-eng,england,nick chadwick,2065,f
czechia,1974-01-02,cz,czechia,tomas repka,2150,d
england,1980-11-28,gb-eng,england,stuart taylor,1295,g
germany,1971-10-30,de,germany,fredi bobic,2042,f
jamaica,1978-09-25,jm,jamaica,ricardo gardner,2041,m
finland,1975-04-19,fi,finland,jussi jääskeläinen,1342,g
england,1982-06-24,gb-eng,england,kevin nolan,2040,m
england,1978-12-04,gb-eng,england,michael ricketts,2044,f
denmark,1972-06-16,dk,denmark,bo hansen,2043,f
england,1972-01-28,gb-eng,england,nicky southall,2038,m
jamaica,1980-06-25,jm,jamaica,jermaine johnson,2035,m
france,1965-11-19,fr,france,laurent blanc,2114,d
england,1979-09-20,gb-eng,england,sean davis,2080,m
ireland,1978-04-04,ie,ireland,alan mahon,2022,m
australia,1978-03-09,au,australia,lucas neill,2018,d
turkey,1970-08-24,tr,turkey,tugay,2024,m
norway,1980-09-24,no,norway,john arne riise,2110,d
poland,1973-03-23,pl,poland,jerzy dudek,2109,g
denmark,1975-06-10,dk,denmark,henrik pedersen,2048,f
france,1978-08-27,fr,france,franck queudrue,2120,d
slovakia,1977-08-08,sk,slovakia,szilard nemeth,2123,f
italy,1975-02-11,it,italy,matteo sereni,2090,g
spain,1979-08-09,es,spain,pablo couñago,2099,f
england,1976-10-18,gb-eng,england,brett ormerod,2133,f
sweden,1976-07-17,se,sweden,anders svensson,2130,m
france,1979-10-29,fr,france,fabrice fernandes,2131,m
england,1981-09-29,gb-eng,england,matt piper,1914,m
england,1981-09-07,gb-eng,england,martin reeves,2103,d
england,1981-01-11,gb-eng,england,matt heath,2104,d
switzerland,1978-04-08,ch,switzerland,bernt haas,2135,d
netherlands,1975-02-05,nl,netherlands,giovanni van bronckhorst,2003,m
sweden,1980-01-13,se,sweden,nils-eric johansson,2017,d
england,1983-02-18,gb-eng,england,jermaine jenas,2127,m
france,1975-05-21,fr,france,laurent robert,2126,m
france,1977-12-16,fr,france,sylvain distin,2125,d
france,1974-01-21,fr,france,ulrich le pen,2094,m
france,1971-06-10,fr,france,bruno n'gotty,2032,d
canada,1973-12-14,ca,canada,tomasz radzinski,2066,f
france,1975-03-08,fr,france,francois grenet,2060,d
argentina,1977-08-06,ar,argentina,luciano zavagno,2061,d
